0,1,2,3,4,5,6,7,8,9,10,11
0.9760497705760246,-0.28912504359867,-0.3470564496904051,2.3986019058431,0.10197874502218572,-0.29130801590440975,-0.2966935717580658,0.3796545039299052,-0.6781066026135179,-0.3189225417638137,-0.6238857594412137,0.19102595187986565
0.43122535657464556,-0.28912504359867,-0.3470564496904051,-0.5782543223208465,-0.6104478950017288,-0.501340832830468,-0.6760652847737872,-0.9286933249977682,-0.6927895051313082,-0.3189225417638137,1.602857550227873,-0.19309970599289478
-0.39910230232395316,-0.28912504359867,2.881375640452898,2.3986019058431,-0.7996473018896225,0.12875761794770677,0.11765922989351499,-0.9286933249977682,-2.326808619626211,-0.3189225417638137,-0.6238857594412137,-0.47281405781167735
0.7758118405218312,-0.28912504359867,-0.3470564496904051,0.6124881689447319,-0.07002594080576907,2.0190529702822313,-0.897709020617415,0.3796545039299052,0.8148980760299448,-0.3189225417638137,-0.6238857594412137,-0.931628199870516
0.5244515481409247,-1.7952648056010447,-0.3470564496904051,0.6124881689447319,-0.6189351134416889,-0.501340832830468,-0.01250033406783333,1.6880023328575786,-0.22107214208842788,-0.3189225417638137,1.602857550227873,-0.0017345124352973443
1.874402777227656,-0.28912504359867,-0.3470564496904051,0.01711692331194272,-0.6442287588903983,-0.7113736497565263,-0.058892622785919044,-0.9286933249977682,-0.7499363174766494,3.1355576011324273,1.602857550227873,-0.6023509259166064
-1.5219035807680892,-0.28912504359867,-0.3470564496904051,1.207859414577521,2.1023501978969747,-0.29130801590440975,0.6785164306022817,-0.9286933249977682,1.2559748702906737,-0.3189225417638137,-0.6238857594412137,2.370476466575354
-0.557334701390337,1.2170147184037048,-0.3470564496904051,-1.1736255679536356,0.10843295752421239,1.5989873364301146,-0.8826823099638034,-0.9286933249977682,-1.4307539305191856,-0.3189225417638137,-0.6238857594412137,2.172870859360429
0.7443282492405185,-0.28912504359867,-0.3470564496904051,1.207859414577521,-0.07002594080576907,1.178921702577998,-0.7891758721900457,-0.9286933249977682,0.06691161957069207,-0.3189225417638137,1.602857550227873,-0.13692175638993279
0.6547435556266238,-0.28912504359867,-0.3470564496904051,1.8032306602103103,-1.4466084214093728,-0.9214064666825845,3.222577749265495,-0.9286933249977682,0.06691161957069207,-0.3189225417638137,-0.6238857594412137,-0.0017345124352973443
